bug.id,revision.id.buggy,revision.id.fixed,report.id,report.url
1,2c454a4ce3fe771098746879b166ede2284b94f4,687b2e62b7c6e81cd9d5c872b7fa9cc8fd3f1509,LANG-747,https://issues.apache.org/jira/browse/LANG-747
3,1f001d06a2bde5ee4e3204ab38c4b1db8e95db0b,2c9c8753165dc7ce5dd1d5a6d741b445b33302c2,LANG-693,https://issues.apache.org/jira/browse/LANG-693
5,379151bad9c5402c335db67f9494351b99298732,75944e541d358d5b06ebbba3098a919fbf2539d4,LANG-865,https://issues.apache.org/jira/browse/LANG-865
6,6823c3742ee16f5b28e550a6afb685553befc0c2,cff0f1ae37bb2b7ab2dcdb10dec1f3cad7532e1c,LANG-857,https://issues.apache.org/jira/browse/LANG-857
9,afe5dff79fc23d222ba1f1481fbbf55e09d2e6da,c45d5bff75edfef6387d40e681f9dc7c9b517bbb,LANG-832,https://issues.apache.org/jira/browse/LANG-832
10,0afcd15e183205a85a45a2775f1fb75a162a1389,afe5dff79fc23d222ba1f1481fbbf55e09d2e6da,LANG-831,https://issues.apache.org/jira/browse/LANG-831
11,c9d786a4fe2639581047d878a64bab6fb24f1ab3,c821fafce06adefc040e8983fb12d49399a48627,LANG-807,https://issues.apache.org/jira/browse/LANG-807
12,9351ed93365de2d1c316b8f419566820e88839e3,c9d786a4fe2639581047d878a64bab6fb24f1ab3,LANG-805,https://issues.apache.org/jira/browse/LANG-805
14,c8afaa3e869cc8c25577641553e0d0b5bdac78b5,cf7211f9d7d70d56501d8c4c827bf9ce3cac5f0b,LANG-786,https://issues.apache.org/jira/browse/LANG-786
16,a145b6d838914e38ee1027a1497de41140549080,13c7f19a5ad506340a7c8d8601ef4bf2426ab325,LANG-746,https://issues.apache.org/jira/browse/LANG-746
17,a7e90b2ffa23ab60c7022e2f94a12651b4fb8ec0,b4255e6d071dc8d48bfc51037cecb29097b9a49d,LANG-720,https://issues.apache.org/jira/browse/LANG-720
18,aefe0749b2f2e63f9d13393694e7d20173bc032a,2aa9dca994b006ccbfcb528de5ff0da6a5578411,LANG-719,https://issues.apache.org/jira/browse/LANG-719
19,85481c8f87075c88a97e793d9a6fcfd8d3c6946f,0b3a8a3128890f710700d04e38df48b883d11d91,LANG-710,https://issues.apache.org/jira/browse/LANG-710
21,a473984ef081ac1c55ce263345c5a54049275935,55f642725742513824975af0e5e91cb1920b6d72,LANG-677,https://issues.apache.org/jira/browse/LANG-677
22,1b708e343781255f50e17bf10b363cca303120af,0b2b82ad923b0455cde93286e3f504a1abd0863b,LANG-662,https://issues.apache.org/jira/browse/LANG-662
24,d61f50a3986b983ba0bfc6d2ec2abc26892c6ed2,81903abbb25ff92597d5f1e3acc648d12bdee444,LANG-664,https://issues.apache.org/jira/browse/LANG-664
26,e67792f82e7eaccb39007c0fa65f3217f24be10d,75d5b74a1a7ef68c5169f4b44cdf972c1ab07ee0,LANG-645,https://issues.apache.org/jira/browse/LANG-645
27,7c915333685392f7cfc913b2085471709e6d6227,c2560c028173c3bc0a4627d4ce5ce221bcc9be66,LANG-638,https://issues.apache.org/jira/browse/LANG-638
28,8da5fb28a764eee26c76a5018c293f224017887b,3e1afecc200d7e3be9537c95b7cf52a7c5031300,LANG-617,https://issues.apache.org/jira/browse/LANG-617
29,cbf8e4eb017a99af9a8f24eb8429e8a12b62af8b,982e295053663787bb0396b81a8956c3c87dc25b,LANG-624,https://issues.apache.org/jira/browse/LANG-624
31,0cc451d5e5cb565eb7311308466f487bc534ebaf,38bf7048571f3bc8dd34d14691906426444e4381,LANG-607,https://issues.apache.org/jira/browse/LANG-607
33,575be16474e8e8246d4bbde6f243fdf38c34ad5b,0603aef594fa60126c2d45f2ab164eee39f7b44c,LANG-587,https://issues.apache.org/jira/browse/LANG-587
37,b5906d3f325ca3a1147d5fa68912975e2e6c347e,ea140fb5c327e2b58f6c5bf1057c7dede909a50c,LANG-567,https://issues.apache.org/jira/browse/LANG-567
38,e28c95ac2ce95852add84bdf3d2d9c00ac98f5de,a95e76eefb91bdd9cf1c22734874a3d3c95ed327,LANG-538,https://issues.apache.org/jira/browse/LANG-538
39,0aa57f04ede369a4f813bbb86d3eac1ed20b084c,cb40e35f5e0990fad4c5278964fcc24e112dde8c,LANG-552,https://issues.apache.org/jira/browse/LANG-552
40,c72adf1b7592f302b8abefdb3b2f95782cc75aa2,8b1a8e178abb46cc048a3982636b8ec4e6ffc8dc,LANG-432,https://issues.apache.org/jira/browse/LANG-432
42,68217617c54467c7c6098168e714a2fb6a48847d,dd2ae757d12554f290931f0b3c05e33ad993ecd1,LANG-480,https://issues.apache.org/jira/browse/LANG-480
43,ac2a39e92a71d5f9eb3ca7c6cc789b6341c582a4,eb3e2ae1f3734986a9f0225c661888baac3cb13b,LANG-477,https://issues.apache.org/jira/browse/LANG-477
44,cf28c89dcf72d27573c478eb91e3b470de060edd,81f10d7f1ef52d44f43b38d81ac3dc1c83d45134,LANG-457,https://issues.apache.org/jira/browse/LANG-457
45,cfff06bead88e2c1bb164285f89503a919e0e27f,d95fcd8e24568b4f9d3cb9da922a4029e293c793,LANG-419,https://issues.apache.org/jira/browse/LANG-419
48,3cea4b2af3f9caf6aa72fa56d647c513d320e073,eb8f74efb75e71fc91e515a38becc2aac203e339,LANG-393,https://issues.apache.org/jira/browse/LANG-393
49,3905071819a14403d1cdb9437d2e005adf18fc70,0ac772a4e3b07287c435fdc3c812f67277c85cc8,LANG-380,https://issues.apache.org/jira/browse/LANG-380
51,3b46d611b2d595131ce0bce9bdb3209c55391be7,a5589b39e985e64861bd920aa7b13ab32c215b06,LANG-365,https://issues.apache.org/jira/browse/LANG-365
52,5209cefa81c9c48a34e5472fdcf2a308a4da2589,868f6976aea222e96259843f56df9aed8e48584b,LANG-363,https://issues.apache.org/jira/browse/LANG-363
53,b6f7a8a8be57c9525c59e9f21e958e76cee0dbaf,d3b1163073c7aeb6011a5b65bfadad15bfc0f108,LANG-346,https://issues.apache.org/jira/browse/LANG-346
54,5ccddb3ff7c65882ad6bbf95cbdac9debc76a871,e89e8d62b911340cc5b293465cdae909f3dfd640,LANG-328,https://issues.apache.org/jira/browse/LANG-328
55,d8c22b8e1c8592bc8c6f6169a5b090082969acd4,3ef8a796b5ddf87e3e9afec9ba94aac62681b394,LANG-315,https://issues.apache.org/jira/browse/LANG-315
57,c71373047dc2172b0f06cebf61da284323d6ff99,bbd990b81fd7f8ab9dde75c8070b973b9ce500fc,LANG-304,https://issues.apache.org/jira/browse/LANG-304
58,8185a5f63e23be852d600a80daa5b848fa836a65,1fd45a4f68ea497dfbdf1a67b8b8805a4a9b1166,LANG-300,https://issues.apache.org/jira/browse/LANG-300
59,38f8bcc60b90295f0a697f32e760a0082571bc09,c04cd2337786ce7d54ed1fb757192fb8bc8c5e41,LANG-299,https://issues.apache.org/jira/browse/LANG-299
61,1313a65c11dea54f1baf492d4185fb2d673b6716,88c76d207f642831ca899e144159424aaa60cf8e,LANG-294,https://issues.apache.org/jira/browse/LANG-294
65,c8fc5f3dff9491b076a1f76ed5a2584908b1db4f,bb1671667d9085fb76bd06af7f7ad91d2c1c8389,LANG-59,https://issues.apache.org/jira/browse/LANG-59
