bug.id,revision.id.buggy,revision.id.fixed,report.id,report.url
1,a1bb6f2dcb82eb9f880f87c480d6086a8e0bee34,88f44d87d4c2251d7cf55d9aa9c3452a397ae19b,223,https://github.com/FasterXML/jackson-databind/issues/223
5,64a27bc8e5fd38a48c0c70eddf864542f7198acb,fd0f1fefdc19593a040b3dce857715d613cb6458,515,https://github.com/FasterXML/jackson-databind/issues/515
6,a4849c115f097ad8304b385a279871a4d44a9f16,5e799a2e2265cbb6a056b37b50f82cc1eebf1d45,570,https://github.com/FasterXML/jackson-databind/issues/570
7,7471116f2457073ccb895a0eb452591b71c043e4,bcccd3e82241db25a2f34ed655dab88395089f39,592,https://github.com/FasterXML/jackson-databind/issues/592
8,a399c540e540ac616fd3c19a8e46ce065ef71f8c,3b041e3bad5968ade7f7519daeef6695a8f6b7f9,667,https://github.com/FasterXML/jackson-databind/issues/667
9,ae101c63bc8c74466fc137b766faa8793c1e1f10,00bb11edc3581f42e1f3c78a047538c8ea9eb0d9,682,https://github.com/FasterXML/jackson-databind/issues/682
11,66e8ac6372bc670d98e9dc74f06ef6faef97032c,66bfe6658e6c25e03d1bcd5d4d858e1aaf738a01,609,https://github.com/FasterXML/jackson-databind/issues/609
12,36d9b59eb1b74442abeea856dca61ebe8bc7b3a5,1d57c20dfd79c64837cf1ec357ab402f2158227e,735,https://github.com/FasterXML/jackson-databind/issues/735
16,6dcb13f70fb1c68b0c055bfb1dae2b296ae67b03,db612bb3839581d0a88297667880cad548c018b1,771,https://github.com/FasterXML/jackson-databind/issues/771
17,7db1f44069bbcac9d884d829f8052a89b5ec271b,a143c05db7a911f98f8bf59beb13cfcb7689395d,793,https://github.com/FasterXML/jackson-databind/issues/793
19,1a24cc1755d787a576c32157a38e441cfe839964,354e1390bc397ef048ffd5d905b0709a3a2585ef,810,https://github.com/FasterXML/jackson-databind/issues/810
24,6c617384110d2ea10b1bc5543f747c177df6dc8f,b4ef0a65150a7311ebb9119b1ac6898e33dc0baf,889,https://github.com/FasterXML/jackson-databind/issues/889
27,d485ea7da49ed949c81f23513d01d67e170d2a1b,f2f611e701c63c8e98e59f315641bd2bf2921aea,928,https://github.com/FasterXML/jackson-databind/issues/928
28,e258ee60edc692c80907fd6e4bb16e641692b721,b049739cc66a0f79c19dd1cea47e922d95645023,941,https://github.com/FasterXML/jackson-databind/issues/941
33,1ed7f3834dc77cf76d7477e8165dedb8ae2d61c2,660ec8f8c081646413d14adf41d55bbd4362a5a8,1013,https://github.com/FasterXML/jackson-databind/issues/1013
34,5e924b21f6f55a918aed08927f8088ddd35ccfa5,6b471c37efce0a3205dff387efd3473980be648f,1045,https://github.com/FasterXML/jackson-databind/issues/1045
35,121fc1d3432c7bb69d1030d840fc979f1f16c926,cecd409aa97693beb87c4e9ca34ea7f734676216,1051,https://github.com/FasterXML/jackson-databind/issues/1051
37,d5e12f74d2224574ef1e220decc514073303ac5c,dbf0c6f4c93d922a2ebb4d744661e7090fef2aac,1083,https://github.com/FasterXML/jackson-databind/issues/1083
39,e741034db7191de9985a9b3dcd667bbdf262ce3a,308ed4ed89b32d119b5994e457597275c6a0af7d,1108,https://github.com/FasterXML/jackson-databind/issues/1108
42,89559a204e5aed69a58d45837d65bbe7f6dab95a,2d90441ef0440f3a2f910b210234cb8b709ca727,1123,https://github.com/FasterXML/jackson-databind/issues/1123
44,a290f09c4ba55b7724375099f5cf0cd0a9b48011,700617aa96fdfb3259a1e8001c1bee24deaec34a,1125,https://github.com/FasterXML/jackson-databind/issues/1125
45,700617aa96fdfb3259a1e8001c1bee24deaec34a,bacb37f41b4b8db75d6f1731e8c9afd56c6247dd,1155,https://github.com/FasterXML/jackson-databind/pull/1155
46,d32563c559da846e386b86bbf664b82eadab7c82,cb6717764c0460f560e1b09478faa4dac692e8f3,1194,https://github.com/FasterXML/jackson-databind/issues/1194
47,9d3de8cfcf9b50b92db20240d42abafc2bad98e1,ebadfd25ed1244b170f7af2414c35673eb055a29,1231,https://github.com/FasterXML/jackson-databind/issues/1231
49,d15b19f2b47fab18d369defdd2851e70284dbbf0,644487bf9b525b26734bfda1780b272b52631c5e,1255,https://github.com/FasterXML/jackson-databind/issues/1255
51,37eacd8b90b7f7e2393f305db9b154312b693afb,36631a98a1199be01b9fbbcc66ac2afa4ad82dfc,1270,https://github.com/FasterXML/jackson-databind/issues/1270
54,9c2e89b49aa363292096addfa3f66179f498930d,f7e476edb42236ad06ab7084ecd5e6c5405bf99a,1256,https://github.com/FasterXML/jackson-databind/issues/1256
57,1d930db6a1407a873af65deecf4290e4c4238e94,bbd8190030022df404a8f7c47c1bc32e990cb0d2,1362,https://github.com/FasterXML/jackson-databind/issues/1362
58,d71de544624bec27e6f4e76548527ae727eb193d,b2ccdee0fdc52cd46577a90cb50dc011d6d681bf,877,https://github.com/FasterXML/jackson-databind/issues/877
62,987a463a185d25086c29ee2efa0c0e24ecf77cb2,4e94c0ed9eca0caccb57feb0ceb252fc91198032,1392,https://github.com/FasterXML/jackson-databind/issues/1392
64,8ce13b9da419f61a409f7d57d6a15dcbaea9a71b,ea30c7b4d7c4621f777aed4cb4552a2c1e2270a4,1417,https://github.com/FasterXML/jackson-databind/issues/1417
67,cd5430a91723ff8cd61928524ec21ab4e14b20f6,d906a34178f27803a08e824e3c2474fc0863edc4,1445,https://github.com/FasterXML/jackson-databind/issues/1445
70,7fe2d4f1aaab61e41f31f792f8a988157a34b34c,d7155de6c37db3301b92b755bd0a02388f7dd07f,1493,https://github.com/FasterXML/jackson-databind/issues/1493
71,d44600d3750e5dba9fac68aee7248ed2a80a2225,23a733207bc88a06ee486a5896b7b0c4ebbbfef4,1506,https://github.com/FasterXML/jackson-databind/issues/1506
74,ce37efcefbfab0fa91562a492f0f80af018a5313,10d5ab37f06f7925bf959312bfb6211f5bc4a1cb,1533,https://github.com/FasterXML/jackson-databind/issues/1533
76,934f485d4c62854dd2ef48ed7ebb238f3abec0b7,e08dafef4faa7d71330160dafcbe77536d90e809,1573,https://github.com/FasterXML/jackson-databind/issues/1573
82,dec4a483d9d70a8e7d14e28474058ef50df1204d,4a2b1ae08ded66b77e05bf8fa0ac8a2e8c60709d,1595,https://github.com/FasterXML/jackson-databind/issues/1595
83,edaa4ad8204dfda985d3c74ffe542c9eb67a201d,9a083ad56b20711eab368a7818fb079a870feb93,1629,https://github.com/FasterXML/jackson-databind/issues/1629
85,4b00ccc8ae9763c76e363621dc9ee4b8692d30dc,93f7e14d096181a251aae3355464d24bcd7677a5,1648,https://github.com/FasterXML/jackson-databind/issues/1648
88,ce7d1c9abc7a8eb3bd882e700691ccb80491febc,f2c445d6d2de988531dcda25da81fda129bc53f2,1735,https://github.com/FasterXML/jackson-databind/issues/1735
91,a1404d5684783ccf28dc1b0a2791ce7c0c311907,dfaca81ae7a82b7c3018f265815e98a5138118f7,1809,https://github.com/FasterXML/jackson-databind/issues/1809
93,d9bbae43dd474f51b01899bbd83116ab4e2b33ed,755e3bc0cbea30de0102f6a88519a0c34d571bbd,1872,https://github.com/FasterXML/jackson-databind/issues/1872
96,31153568b58a29979dd0c416d14833886f9216a9,dd57a2dd576a77423553c197df109a5b60c1c669,2051,https://github.com/FasterXML/jackson-databind/issues/2051
97,dd57a2dd576a77423553c197df109a5b60c1c669,0e06d15b5ce1d5f16d8bcd69e2418c18009bc1c8,1991,https://github.com/FasterXML/jackson-databind/issues/1991
98,bf261d404c2f79fd3406237710d40ebb03c99d84,12f82c60782f05015336bb6305fd72c133a410b5,1328,https://github.com/FasterXML/jackson-databind/issues/1328
99,bc5e138dfaf572ea519cbfefe36a9bec8b017365,bc91126c55dc513735a2a95ace4c00a6021c76f4,2109,https://github.com/FasterXML/jackson-databind/issues/2109
100,fd522c58b94fa5646f56dabd6ef4e219e939100c,d98ae778876cddd5ed3eacab9e5daf55186ff483,2096,https://github.com/FasterXML/jackson-databind/issues/2096
101,63d48ff05508a5f52ff10035602f079d2f3390fb,644831ce403590db4dbeb8ee47adb3c393438fb2,2088,https://github.com/FasterXML/jackson-databind/issues/2088
102,940ebf42f2dd7aa0376c385fc5dcf0643e758f2e,323cd0b309697021f1883de1e53038d2d09fc160,2064,https://github.com/FasterXML/jackson-databind/issues/2064
107,96ec23b2bb19b4d4b4530fee6ff08cd248d32a33,f3a1798076d9dc71883d317c8e97c4e033fcee98,2221,https://github.com/FasterXML/jackson-databind/issues/2221
112,f36222e5c0b318e2b739e2b77b93c5d2c919413f,8bb7c9abca9a2e298a2436cb995ba1721e49de5c,2324,https://github.com/FasterXML/jackson-databind/issues/2324
