bug.id,revision.id.buggy,revision.id.fixed,report.id,report.url
1,837fd054a0da2c8706732dcd4bc880a64b957c78,4e9d7607825c3c668fd43f19507bfead566c528c,188,https://github.com/mockito/mockito/issues/188
5,fff76563d9e0ed412dc828c53cfdc7d142997a31,42a24dde02923185db3f79ae57e7819f7d70af55,152,https://github.com/mockito/mockito/issues/152
7,3c8892b8a077598ecf988115214e5e01c310b08b,0aaa36ce6924ca87f88e3723771413b42b80dc5a,128,https://github.com/mockito/mockito/issues/128
8,9fb7d8b62814f959ceca6096d785b96c11bdfd0a,5a03bf5d0c9aedac9cfbf074833167c1eca6439f,114,https://github.com/mockito/mockito/issues/114
12,a154b66c1a87eb4ff26d91781414dde042bb9a9f,7a647a702c8af81ccf5d37b09c11529c6c0cb1b7,188,https://code.google.com/archive/p/mockito/issues/188
13,88100667b90c4621178fd870fa1ca43060512fc6,2037361bea014c9ac87393eb96a95374dff46182,138,https://code.google.com/archive/p/mockito/issues/138
18,6237bd6e841dcae7b0e4d8cc3d0b7e14bf6694cc,8ceb04ad7317d8db24476b3b5f56ec9f658bc43a,210,https://github.com/mockito/mockito/issues/210
20,98610b68e93e75a5b1db2687894bb30ff2b09c90,7616cd17d5e1dc7c3dee080c6969183821d4797a,92,https://github.com/mockito/mockito/issues/92
22,920ec4c3efe3133aa5009fcc9757a3cd07c5ac02,d0c872e4b0837aef1e1635bf5f15d33c3d8d9698,484,https://code.google.com/archive/p/mockito/issues/484
24,585b06d890b5e78857a5c5d5a2301065c2cac08b,c17169c2cbb0b3d055d64ec2c4859122ca919c42,467,https://code.google.com/archive/p/mockito/issues/467
27,19ade1ff81503b05a34ba8fff4ee9c9b63860587,a8ec4fa290bc1cdde060218d6bb811ac1fa6da6f,282,https://code.google.com/archive/p/mockito/issues/282
28,7639f331b8c002647dd02f914bbd3f3203832cb9,0464f5657dc8c76a4ff209a2cf7fd6312885cdc3,236,https://code.google.com/archive/p/mockito/issues/236
29,df41fbe00b1300cfe5076bb4e9242214fbe677f9,918f0a5aed6454b307004b6c9c86afc8e96353ff,229,https://code.google.com/archive/p/mockito/issues/229
33,57bafd2c3ad7db992667b7f9d56dfe9aca0d82f4,5cb37751c0aba81d025dc5fe4f2f9a3bf86cc958,200,https://code.google.com/archive/p/mockito/issues/200
34,0ebc2ea06b5abdb441a57a8e0f01305a7839c3d9,e8cebe01abae49a09aadd6a26c6f7e2f90e5e772,157,https://code.google.com/archive/p/mockito/issues/157
38,a663d2fe76bf1ff54bbe59bddcb52f9badec3f2a,c1f2c4e6b5bab4cfc004f22999e11e8ac140d377,79,https://code.google.com/archive/p/mockito/issues/79
