bug.id,revision.id.buggy,revision.id.fixed,report.id,report.url
1,77add7946ea5bca622b1f4f654f97e62f6db1e95,27a52f90a25699bebe23ff1ff94d6db361fdb11d,23,https://github.com/jhy/jsoup/issues/23
2,27a52f90a25699bebe23ff1ff94d6db361fdb11d,bb4ead7c350695c1ed3c52d028090da4d4cecd1e,22,https://github.com/jhy/jsoup/issues/22
5,5e52f1b266173593fab32fe9d8a4963066b2f2fe,62afbdf6a85fec75fde38d327928a180bc5bccb3,32,https://github.com/jhy/jsoup/issues/32
6,0b56f3e5e012e689af8dda0e96d6e0c9f31853b6,20ed24cefb5df53c48021459af98bef83c55f241,34,https://github.com/jhy/jsoup/issues/34
10,9dcc488f3c6afb691e49af42755cfd61b0a69d04,adce18ec3d06b849886d203fe932205f312cc37f,49,https://github.com/jhy/jsoup/issues/49
13,71608a8424e1ad5d110a71d93313c370b2923411,411c01ff53f56f0b84bee210ad75c8c2114efa55,97,https://github.com/jhy/jsoup/issues/97
15,7b47828bc2cf749edfb0f75e370f168c6b1be210,7fe868089855c33d6345e740bfdbe6f140794598,104,https://github.com/jhy/jsoup/issues/104
19,d0418222830f42f4f0c770e406f71454ea50e56d,c98349a7fb5598f0cbac88130520171bd6f253c1,127,https://github.com/jhy/jsoup/issues/127
20,2c257f6482dd7a9583538b7b0d4b3b0bef9417fd,1d31086acba06579c4e7d5928dbba9ca8a0128b1,134,https://github.com/jhy/jsoup/issues/134
24,1d37cef1d8367af963fee4dc99164708f5d3c6f8,04b8921d4dcab019b02588620d953c4f19d43a58,115,https://github.com/jhy/jsoup/issues/115
26,074d9bfd5476d0430e75073fb27001f43435c081,d7b5d5b28a6dd7ff198f02e1ee82160220135a74,154,https://github.com/jhy/jsoup/issues/154
27,009013169754d4869f3a55c27a3443fc72d1d1f1,8963e2ac79a97e694c388622e935a0471267e9eb,215,https://github.com/jhy/jsoup/issues/215
32,fa87a8fe2838e80ae0eeba6e2978815ef5533e91,0e37cba87eea9d89156c144e3d4298c9c9ed04d4,278,https://github.com/jhy/jsoup/issues/278
